EarlyAccess;ReviewText;Review;ReviewLength;PlayHours;DatePosted
;underrated game fr;Recommended;16;200.9;
;Great game! So immersive it makes you combo your desk right after a match!!!! 10/10;Recommended;69;376.5;
;yes;Recommended;3;182.3;
;is gud.;Recommended;6;102.3;
;Aunque no tiene una increíble diseño artística mente, sigue siendo una gran opción si no tienes smash bros.Recomendado;Recommended;101;37.0;
;♥♥♥♥♥♥♥♥♥♥;Not Recommended;10;50.1;
;Misery Suffering Chaos;Not Recommended;20;100.3;
;Pretty good game although most of it is spamming a few keys;Recommended;48;27.6;
;Better than Multiversus.;Recommended;22;715.9;
;fk this game;Not Recommended;10;3.6;
;If u want to keep your mental health and sanity don't play this game. It is full of sweats and toxic ppl. Once i played a game with respectful person who wasnt emoting on every kill and he didn't put thumbs down at the end of the match then i wake up...;Not Recommended;202;232.2;
;game gave me depression, still better then Multiversus tho;Not Recommended;50;133.4;
;Dor;Recommended;3;558.0;
;cool but ranked no;Recommended;15;15.7;
;noob game;Recommended;8;4.8;
;i hate golf;Not Recommended;9;216.6;
;god tier;Recommended;7;63.9;
;Most toxic, awful and aggravating experience. 10/10!;Recommended;46;655.6;
;ef;Recommended;2;2464.2;
;:);Recommended;2;132.9;
;⠀⠀⢀⣀⠤⠿⢤⢖⡆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡔⢩⠂⠀⠒⠗⠈⠀⠉⠢⠄⣀⠠⠤⠄⠒⢖⡒⢒⠂⠤⢄⠀⠀⠀⠀⠇⠤⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠈⠀⠈⠈⡨⢀⠡⡪⠢⡀⠀⠈⠒⠀⠤⠤⣄⡆⡂⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠢⠀⢕⠱⠀⠀⠀⠀⠀⠀⠈⢳⣐⡐⠐⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠀⠁⠇⠀⠀⠀⠀⠀⠀⠀⠑⢤⢁⠀⠆⠀⠀⠀⠀⠀⢀⢰⠀⠀⠀⡀⢄⡜⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⡦⠄⡷⠢⠤⠤⠤⠤⢬⢈⡇⢠⣈⣰⠎⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣃⢸⡇⠀⠀⠀⠀⠀⠈⢪⢀⣺⡅⢈⠆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⡿⠤⠚⠁⠀⠀⠀⢀⣠⡤⢺⣥⠟⢡⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀Here I will leave this beautiful Capybara, whoever passes by can pet it and give it a thumbs up (I need Steam Points).;Recommended;356;8.8;
;gang shid;Recommended;8;556.3;
;I'd rather play smash bros for 12 hours straight than play a minute of this;Not Recommended;61;74.8;
;calm;Recommended;4;401.3;
;amazing game but lower ranks are ruined by sig spammers;Recommended;46;120.7;
;this game brings out some of my emotions which I didn't even know I had.;Not Recommended;58;984.7;
;words cannot describe how triggering this game is, stay away if you dont want to get straight cancer and depression;Recommended;96;60.5;
;this game is by far the most garbage game i have ever played;Not Recommended;48;85.0;
;the ghost made me write this;Recommended;23;129.9;
;♥♥♥ iyiiiiiiiiiii;Recommended;16;2.8;
;great its awsome and fun addicting and rage quitiing;Recommended;44;184.0;
;:-(;Recommended;3;191.0;
;♥♥♥♥ aint fun with friends;Not Recommended;22;32.3;
;nah;Recommended;3;664.9;
;but still noob :/;Recommended;14;553.9;
;REYNAND;Recommended;7;106.7;
;Brawlhalla;Recommended;10;1204.6;
;By playing this alot of times I can realize, this game feels so meaningless lol;Not Recommended;65;926.9;
;good game;Recommended;8;116.5;
;scythe is fun;Recommended;11;775.8;
;This is the worst ♥♥♥♥♥♥♥ game of all time there are 0 accurate hitboxes and the hitreg is the most disgusting thing ive ever had to play w in my life theres also for some reason 5 braindead broken weapons that you dont even have to think to play its just the most 0 skill capped game of all time its so ♥♥♥♥♥♥♥ boring and they refuse to balance anything cause they dont have brains the chase dodge mechanic is the only good thing about this gam;Not Recommended;359;424.2;
;good;Recommended;4;447.6;
;TOP;Recommended;3;32.1;
;♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥ ass game but i still play it bc im suicidal;Not Recommended;48;124.9;
;Fun;Recommended;3;45.7;
;This game is like a heroin addiction. (Just one more match);Recommended;49;109.4;
;I want to kill my self because of this game my friends dont wanna play with me anymore cus i learned some combosRating: 10/10;Recommended;102;176.1;
;ubisoft are greedy bastards and it gets worse every year;Not Recommended;47;5.1;
;balls;Not Recommended;5;3.3;
;Spent to much friking time. I love it. BUT AT THE SAME TIME I HATE THIS KID NAME TRE-. My opps believe i spam. My opps believe im salty. But game not good.;Recommended;123;242.3;
;It's fun, but there are other games with more unique character designs, which make those games more interesting to play. Additionally, learning each character's play style becomes more enjoyable when the characters actually do different things. The fact that the weapons are the same across many characters takes away from the game's diversity.;Not Recommended;292;280.6;
;great game;Recommended;9;51.4;
;says ive played for 85 for some reason... ive played roughly 350why does it say 85? idk but its a good game ig;Recommended;88;92.6;
;i have the sudden urge to buy a scythe;Recommended;30;65.0;
;wow sigs;Not Recommended;7;730.6;
;yes;Recommended;3;48.3;
;Very complex for begginers. but... fun with friends. Spam to winnnn.;Not Recommended;58;15.8;
;;Recommended;0;1.0;
;great game;Recommended;9;38.0;
;Its fun with friends but it gets boring and repetitive very quickly,also ranked system is horrible;Not Recommended;83;202.1;
;Hello, so this is my honest review of brawlhalla, yk good game overall, sometimes it wants to make you want to die. But hey thats just my opinion, play this game and you'll get addicted, so far i have 1.8k hours on this game and have nothing productive to show for it. Ranked gives u mental health issues, and sometimes u hop on knowing you don't enjoy the game yet still play it anyways. Brawlhalla is a toxic relationship, and your the victim having to be manipulated by the game changing your mood constantly.;Recommended;419;1966.9;
;SIGMA;Recommended;5;2.9;
;its very good;Recommended;11;8.2;
;Nice and fun and you can try out all the wepons on the charaters that are avaliable at the time and pick a (brawler?) that you like;Recommended;105;9.2;
;the game sucks and the developers are making it worse;Not Recommended;44;126.3;
;no;Not Recommended;2;1.1;
;Just get good;Recommended;11;296.3;
;its a ♥♥♥♥♥♥ game with ♥♥♥♥♥♥ mechanics thats only purpose is to ♥♥♥♥ with ur sanity by giving u the most amount of frameglitches that are possible in 7 minutes of gameplay;Not Recommended;141;1039.6;
;disgusting game nerf scythe;Not Recommended;24;459.6;
;peak;Recommended;4;65.7;
;It's ok;Recommended;6;15.8;
;I dont really care Its a game for anyone but the graphics are good too many updates;Recommended;67;23.1;
;nyx = bad;Recommended;7;23.3;
;ass;Not Recommended;3;1222.5;
;fun game;Recommended;7;80.2;
;A fun and balanced platform fighter that is always good to come back to. Interesting new champs, items and maps added frequently.;Recommended;108;98.6;
;fun game 2d brawler;Recommended;16;445.1;
;d;Recommended;1;7.1;
;if ur into platform fighters you should totally get;Recommended;43;5.9;
;I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT I HATE IT;Recommended;5180;1.1;
;This game becomes unneccarily fun to play with friends leading to unreal happiness.However this game also has anomalies called SIG SPAMMERS these monkies share an anproximental brain matter of 0.000001g and they will make ur experience horrible.DO NOT PLAY THIS GAME UNLESS U HATE YOURSELF;Not Recommended;245;592.2;
;Fun Game to play with friends;Recommended;24;5.4;
;.;Recommended;1;295.5;
;Yes;Recommended;3;70.5;
;W Game;Recommended;5;100.1;
;too laggy pretty boring;Not Recommended;20;25.8;
;good game but im not paying 40€ to get all the ♥♥♥♥♥♥♥ legends, and or grind for like 400 hours to get all of themthis is some EA type ♥♥♥♥;Recommended;110;3.4;
;this game causes me anger issues;Not Recommended;27;16.2;
;it good ill make 2 comment when i hit 250 hours;Recommended;37;130.3;
;I will leave a cat here, whoever passes by can pet it and give it a thumbs up and gifts.／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;131;7.9;
;This game changed me on every level I know in my entire life, wether mentally or physically. Over the time I started loosing my sanity, time, money and began to feel like in my last relationship, where I just got out with even heavier consume to numb the pain that this game put me through.If you ever feel like you want make some slight masochistic experiences 1. either hmu or 2. play this game.Totally changed my life, love you all (if you're one fo the spammers from todays matches: I will find you I'm serious);Recommended;421;612.1;
;Honestly there's not much to say an awful experience the hitboxes are disgusting most characters are useless it's just not worth your time;Not Recommended;116;21.5;
;This game ♥♥♥♥♥♥♥ sucks, don't buy it;Not Recommended;31;664.0;
;please help me;Recommended;12;14.2;
;One of the most underrated platform fighters, hours of fun and a high skill ceiling. Nothing scratches the itch quite like brawlhalla.;Recommended;113;1240.3;
;this game makes me want to drop kick and old lady inside of a walmart;Not Recommended;55;53.8;
;Has a particular aura to it.;Recommended;23;39.5;
;nice;Recommended;4;5.5;
;-;Recommended;1;596.0;
;it is good i guess;Recommended;14;215.7;
;ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ;Recommended;240;58.2;
;"I have a love relationship with brawlhallaThis game is awesome. From the animations to the crossovers and how quick the balance thingsFirst of all I have to start with the crossovers, as of right now they have so many crossovers to choose, with reasonable prices, I can feel the hard work they put into this characters as they want to sell big. Just 2 weeks ago I bought a sponge bob one of the many crossover characters, and I just have to say the animations and everything is exquisite I loved it a lot. As a small animator myself I love how animated and goofy they make the charactersI also love the fact that this game is a unique and free non p2w version of smash bro's. I have over 1523 hours of smash on switch and I am always looking forward to trying look-alike games. I saw this one on steam with a lot of possible reviews and decided to download it. At first I was meh but then I saw how good the animations and fighting styles where. I loved how balanced you could unlock characters and how balanced they made them. The animations made me feel good with myself, the fact that this is a really good ""Smash bro's copy"" makes me just wanna cry of happiness. A game this good and balanced comes 1 in every 15 years.The balancing is ok. I mean they are quick with working on it but I just feel like they don't spend much time testing out the characters before publishing. To the point that almost every character needs a nerf because its too broken or just too weak. Still I love the fact that they hear they're community and balance stuff quick. I just don't want this to happen anymore and that's it.The fact that this game is f2p and its not p2w just blows my mind!You should 100% play it!!!!";Recommended;1382;66.2;
;who had the bright idea to add a character with max defense and max damage;Not Recommended;60;780.0;
;complex;Recommended;7;22.3;
;gg;Recommended;2;11.6;
;relatable;Recommended;9;0.9;
;funneh gaem;Recommended;10;11.4;
;np;Not Recommended;2;28.0;
;cheese;Recommended;6;686.9;
;good game;Recommended;8;7.5;
;IMUGI;Recommended;5;82.0;
;please save yourself and never play this game;Not Recommended;38;1697.1;
;this game so ass;Not Recommended;13;53.4;
;it is very fun!!! you should try it!!!;Recommended;31;144.0;
;Makes me wanna uper cut my brother off of a cliff *not in game*;Recommended;50;34.8;
;Nah;Not Recommended;3;2.0;
;Help me please;Not Recommended;12;81.5;
;trash game;Not Recommended;9;3.1;
;..;Recommended;2;33.9;
;fun with frens;Recommended;12;36.1;
;It is fun game, and has a turtle;Recommended;25;7.8;
;Muito legal o jogo e além de ser de graça pode jogar com seus amigos e tem muitos personagens;Recommended;75;2.2;
;loser player play this. kuy;Not Recommended;23;68.9;
;how tf do i combo;Recommended;13;12.8;
;great game love to play this;Recommended;23;6.0;
;my friend forced me to play this and we gave up trying to get into a match 10/10;Recommended;63;0.1;
;brawl time;Recommended;9;70.7;
;Good if you wanna go absolutely mental and break your keyboard. Fun time pass if you wanna rage with friends.;Recommended;90;1.5;
;TRASH GAME THEY MAKE A NEW FIGHTER AND MAKE THEM AS BROKEN AS POSSIBLE ITS LIKE THEY DONE EVEN PLAY THERE OWN GAME LIKE BOOTS ARE BANNED IN THE TOURNAMENTS AND THEY WONT EVEN FIX THEM BUT LEAVE THEM IN RANKED LIKE HOW STU*** CAN THAY B AND THEN STUFF THATS NOT BROKE LIKE THE OLD CANNON DOWN LIGHT THAY CHANGE CUZ LITTLE WHI*** BABYS COMPLAIN ITS JUST A MONEY GRAB LIKE FORTNIGHT DOG **** GAME;Not Recommended;318;509.0;
;Please reward this comment. I still have 1500 points left to buy those slut avatars and backgrounds. Give me thumbs up, and you will grow 3cm. Reward this and you will grow 30cm..⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄Also I have never played super smash bros, and this games looks like it;Recommended;513;36.8;
;"Coming from 2D fighters like Guilty Gear, Street Fighter, BlazBlue etc. this just feels... awkward. Sluggish pace yet visually confusing with the nano-sized sprites. The conveyance of game mechanics also isn't very good, I feel like I need to go find some YouTube video to explain how to -actually- play. There's certainly higher level concepts at play here that the game doesn't really seem interested in training you on, just hands you some extremely base level infographics on which buttons are used.It just doesn't seem very tight, it's a bit sloppy and indistinct. I do get the ""Just for kids"" impression with this one, which you may guess from the art style and massive roster of popular high-SEO characters from various media alone, but I looked past that at first. It doesn't -feel- like the game itself is the first priority, but moreso these brand integrations and monetisation schemes.";Not Recommended;748;1.0;
;imugi is ass bro only for spammers lmaoo;Not Recommended;33;94.2;
;wow love this game no cap;Recommended;20;361.1;
;MICHELANGELO;Recommended;12;130.2;
;save yourself. yes, i will play this game more. yes, i hate this game.;Not Recommended;57;1595.7;
;Good game overall;Recommended;15;12.3;
;reached 2250 elo. i hate ulgrim remove that ♥♥♥♥ from the game;Recommended;51;1077.7;
;a;Not Recommended;1;169.3;
;Fun game. Fun to get good at;Recommended;22;244.9;
;this game will help you uninstall it in seconds!;Not Recommended;40;18.4;
;⠀⠀⢀⣀⠤⠿⢤⢖⡆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡔⢩⠂⠀⠒⠗⠈⠀⠉⠢⠄⣀⠠⠤⠄⠒⢖⡒⢒⠂⠤⢄⠀⠀⠀⠀⠇⠤⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠈⠀⠈⠈⡨⢀⠡⡪⠢⡀⠀⠈⠒⠀⠤⠤⣄⡆⡂⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠢⠀⢕⠱⠀⠀⠀⠀⠀⠀⠈⢳⣐⡐⠐⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠀⠁⠇⠀⠀⠀⠀⠀⠀⠀⠑⢤⢁⠀⠆⠀⠀⠀⠀⠀⢀⢰⠀⠀⠀⡀⢄⡜⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⡦⠄⡷⠢⠤⠤⠤⠤⢬⢈⡇⢠⣈⣰⠎⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣃⢸⡇⠀⠀⠀⠀⠀⠈⢪⢀⣺⡅⢈⠆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⡿⠤⠚⠁⠀⠀⠀⢀⣠⡤⢺⣥⠟⢡⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀Here I will leave this beautiful Capybara, whoever passes by can pet it and give it a thumbs up (I need Steam Points).;Recommended;356;7.6;
;eggslope;Recommended;8;735.1;
;this is the worst game to exist.;Not Recommended;26;1369.2;
;this game makes me rage every game, tho it's still a good game ig. i hate and love it;Recommended;67;220.0;
;Ш'му иуут ищкув;Recommended;13;3.3;
;this games volle poes (its kwaai but auj its poeskak);Recommended;44;68.3;
;mental anguish.;Not Recommended;14;421.9;
;Fun to play with friend, I like friends in general;Recommended;41;681.3;
;♥♥♥♥ this game its so ♥♥♥♥ please dont play it just a waste of your life;Not Recommended;57;84.4;
;smash ale není to smash;Recommended;19;24.3;
;Why not?;Recommended;7;451.3;
;Great fighting game - fun whether you are good or bad. Enough legends, weapons and string variations to keep fights fresh over and over. I highly recommend!;Recommended;130;432.6;
